,eventid,iyear,extended,country,region,city,latitude,longitude,crit1,crit2,crit3,multiple,success,suicide,attack_type,target_type,target_nationality,group_name,nperps,nperpcap,weapon_type,nkill,nkillus,nwound,propvalue,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,hostkidoutcome,hostkidoutcome_txt,nreleased,date,ones
8339,1.98E+11,2018,0,Zambia,Sub-Saharan Africa,Lusaka,-15.415393,28.284354,1,1,1,0,1,0,IRS_pop_protected,Government,Zambia,Unknown,NA,NA,Firearms,375,NA,0,500,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8441,1.98E+11,2018,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,1,1,0,1,0,IRS_Coverage,Private property,Angola,Anti-Government Guerrillas,NA,NA,Bombs,375,NA,12,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8590,1.98E+11,2018,0,Tanzania,Sub-Saharan Africa,Dar es Saleam,-6.829574,39.259342,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Tanzania,Pan Africanist Congress (PAC),3,NA,Firearms,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8673,1.98E+11,2018,0,Gabon,Sub-Saharan Africa,Libreville,0.395305,9.460176,1,1,1,0,1,0,Sprayed_Structures,Private property,Gabon,Unknown,NA,NA,Bombs,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8680,1.98E+11,2018,0,Namibia,Sub-Saharan Africa,Ondangua,-17.905095,15.975806,1,1,1,0,1,0,IRS_pop_protected,Public services,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Firearms,0,NA,8,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8700,1.98E+11,2018,0,Namibia,Sub-Saharan Africa,Windhoek,-22.567335,17.083271,1,1,1,0,1,0,IRS_Coverage,Private property,Namibia,Unknown,NA,NA,Bombs,1,NA,5,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8724,1.98E+11,2018,0,Namibia,Sub-Saharan Africa,Owamboland,-18.623616,17.516841,1,1,1,0,1,0,IRS_Coverage,Public services,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Bombs,5,NA,8,10000,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8757,1.98E+11,2018,0,Namibia,Sub-Saharan Africa,Unknown,NA,NA,1,1,0,0,1,0,IRS_Coverage,Government,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Bombs,NA,NA,NA,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8803,1.98E+11,2018,0,Namibia,Sub-Saharan Africa,Owamboland,-18.623616,17.516841,1,1,1,0,1,0,IRS_Coverage,Public services,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Bombs,0,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,3/27/2018,1
8805,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Ondangua,-17.905095,15.975806,1,1,1,0,1,0,Sprayed_Structures,Private property,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Firearms,4,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
8889,1.98E+11,2019,0,Djibouti,Sub-Saharan Africa,Unknown,NA,NA,1,1,0,0,1,0,Children_U5yrs_protected,Government,Djibouti,Armed Subversives,NA,NA,Unknown,4,NA,3,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
8911,1.98E+11,2019,0,Angola,Sub-Saharan Africa,Tchioa,-5.560318,12.190405,1,1,1,0,1,0,Children_U5yrs_protected,Public services,Angola,Popular Movement for the Liberation of Cabinda,NA,NA,Firearms,375,NA,NA,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,NA,1
8912,1.98E+11,2019,0,Angola,Sub-Saharan Africa,Unknown,-5.560318,12.190405,1,1,0,0,1,0,IRS_pop_protected,Government,Angola,Popular Movement for the Liberation of Cabinda,NA,NA,Firearms,375,NA,18,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,NA,1
9055,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Oshigambo,-17.782873,16.066568,1,1,1,0,1,0,Unknown,Government,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Unknown,4,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9115,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Owamboland,-18.623616,17.516841,1,1,1,0,1,0,Spray_Structures_found,Government,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Unknown,NA,NA,NA,0,1,1,0,NA,NA,,Namibia,0,NA,NA,NA,NA,NA,.,NA,NA,1
9157,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Arua,3.03033,30.907304,1,1,1,0,1,0,Sprayed_Structures,Government,Uganda,Unknown,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9180,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Windhoek,-22.567335,17.083271,1,1,1,0,1,0,IRS_Coverage,Private property,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Bombs,0,NA,0,1.00E+05,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9186,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Sprayed_Structures,Government,Uganda,Unknown,NA,NA,Firearms,5,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9198,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Sprayed_Structures,Government,Uganda,Unknown,NA,NA,Firearms,7,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9239,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Owamboland,-18.623616,17.516841,1,1,1,0,1,0,IRS_pop_protected,Private property,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Firearms,4,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9242,1.98E+11,2019,0,Ethiopia,Sub-Saharan Africa,Debre Zeit,NA,NA,1,1,1,0,1,0,Sprayed_Structures,Government,Ethiopia,Ethiopian People's Revolutionary Party,NA,NA,Firearms,1,NA,8,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9461,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Wandegeya,0.333754,32.568383,1,1,1,0,1,0,Unknown,Government,Uganda,Unknown,NA,NA,Unknown,0,NA,2,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9462,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Unknown,Government,Uganda,Unknown,NA,NA,Unknown,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
9950,1.98E+11,2019,0,Nigeria,Sub-Saharan Africa,Kaduna,10.530204,7.437338,1,1,1,0,1,0,Unknown,Government,Nigeria,Zimbabwe Patriotic Front,NA,NA,Unknown,375,NA,NA,67333.33333,1,10,0,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
10058,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Doornfontein,-23.366667,18.166684,1,1,1,0,1,0,Sprayed_Structures,Public services,Namibia,South-West Africa People's Organization (SWAPO),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,NA,1
10364,1.98E+11,2019,0,Namibia,Sub-Saharan Africa,Grootfontein,-19.568647,18.107297,1,1,1,0,1,0,IRS_pop_protected,Private property,Namibia,South-West Africa People's Organization (SWAPO),4,NA,Firearms,1,NA,3,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
10670,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,NA,NA,Bombs,0,NA,3,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
10671,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Government,Zimbabwe,Unknown,NA,NA,Bombs,NA,NA,NA,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
10878,1.98E+11,2019,0,Guinea,Sub-Saharan Africa,Conakry,9.509132,-13.712144,1,1,1,0,0,0,Sprayed_Structures,Private property,Guinea,Unknown,NA,NA,Bombs,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11205,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,0,0,Sprayed_Structures,Hate crimes,Zimbabwe,Unknown,17,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11432,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_pop_protected,Government,Zimbabwe,Unknown,NA,NA,Firearms,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11737,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Chitungwiza,-18.019782,31.067907,1,1,1,0,1,0,IRS_Coverage,Government,Zimbabwe,Unknown,NA,NA,Bombs,1,NA,9,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11849,1.98E+11,2019,0,Guinea,Sub-Saharan Africa,Unknown,9.648184,-13.550964,1,1,1,0,1,0,Sprayed_Structures,Public services,Guinea,Unknown,1,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11865,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,NA,NA,Bombs,2,NA,25,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11965,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.834083,31.211192,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,NA,NA,Bombs,0,NA,4,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
11983,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,0,0,1,0,IRS_pop_protected,Government,Zimbabwe,Unknown,1,NA,Firearms,0,NA,1,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12015,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,1,NA,Bombs,0,NA,8,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12092,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.981844,31.06668,1,1,0,0,1,0,IRS_Coverage,Government,Zimbabwe,Unknown,NA,NA,Bombs,0,NA,1,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12099,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Dzirasekwa,-17.805254,30.935999,1,1,1,0,1,0,IRS_Coverage,Hate crimes,Zimbabwe,Unknown,NA,NA,Bombs,4,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12132,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,2,NA,Bombs,1,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12232,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Kambuzuma,-17.860618,30.981896,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,NA,NA,Bombs,3,NA,22,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12239,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Mtoko,-17.408632,32.22568,1,1,0,0,1,0,Spray_Structures_found,Government,Zimbabwe,Zimbabwe African Nationalist Union (ZANU),25,NA,Unknown,1,NA,2,67333.33333,1,6,0,0,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12712,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,0,0,Unknown,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,NA,1
12728,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Inyayura,-18.714687,32.164671,1,1,1,0,1,0,Sprayed_Structures,Hate crimes,Zimbabwe,Unknown,2,NA,Unknown,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12746,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,0,0,Sprayed_Structures,Hate crimes,Zimbabwe,Unknown,NA,NA,Bombs,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12765,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,Sprayed_Structures,Government,Zimbabwe,Unknown,NA,NA,Bombs,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12791,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Government,Uganda,Unknown,NA,NA,Firearms,NA,NA,NA,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12800,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12801,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12802,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,1,NA,0,0,1,1,0,0,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12803,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12804,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12805,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12806,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Children_U5yrs_protected,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Unknown,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
12940,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Bulawayo,-20.120995,28.62729,1,1,1,0,1,0,Sprayed_Structures,Private property,Zimbabwe,Zimbabwe African People's Union,2,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13000,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Fort Victoria,-20.06373,30.82766,1,1,1,0,1,0,Sprayed_Structures,Private property,Zimbabwe,Dissidents linked to Zanga,NA,NA,Firearms,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13030,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Fort Victoria,-20.06373,30.82766,0,1,1,0,1,0,Sprayed_Structures,Private property,Zimbabwe,Guerrillas,NA,NA,Firearms,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13077,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Public services,Uganda,Uganda Freedom Movement (UFM),NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13078,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_pop_protected,Public services,Uganda,Uganda Freedom Movement (UFM),10,NA,Firearms,3,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13085,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Public services,Uganda,Uganda Freedom Movement (UFM),NA,NA,Bombs,0,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13086,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Government,Uganda,Uganda Freedom Movement (UFM),3,NA,Bombs,1,NA,2,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13125,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Bulawayo,-20.15,28.5833,1,1,1,0,1,0,Sprayed_Structures,Private property,Zimbabwe,Unknown,NA,NA,Unknown,2,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13191,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Bombs,0,NA,2,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13198,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Private property,Uganda,Uganda Freedom Movement (UFM),NA,NA,Bombs,0,NA,1,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13228,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kuengera,0.294386,32.502299,1,1,1,0,1,0,Sprayed_Structures,Government,Uganda,Anti-Government Rebels,NA,NA,Unknown,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13265,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Mukono,0.354865,32.752014,1,1,0,0,1,0,IRS_pop_protected,Government,Uganda,Popular Resistance Army (PRA),NA,NA,Unknown,5,NA,2,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13302,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,0,0,Sprayed_Structures,Government,Uganda,Uganda Freedom Movement (UFM),4,NA,Firearms,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13316,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kawanda,0.422329,32.541517,1,1,1,0,1,0,IRS_pop_protected,Private property,Uganda,Unknown,NA,NA,Firearms,3,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13340,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,Unknown,Government,Uganda,Uganda National Liberation Front (UNLF),NA,NA,Unknown,4,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,NA,1
13389,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,0,0,Sprayed_Structures,Government,Uganda,Uganda Freedom Movement (UFM),NA,NA,Bombs,0,NA,1,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13436,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Unknown,Government,Uganda,Guerrillas,NA,NA,Unknown,0,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13440,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kawanda,0.422329,32.541517,1,1,0,0,1,0,IRS_Coverage,Government,Uganda,Uganda Freedom Movement (UFM),10,NA,Bombs,34,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13441,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Masaka,-0.33916,31.740025,1,1,1,0,1,0,IRS_Coverage,Private property,Uganda,Uganda Freedom Movement (UFM),6,NA,Bombs,3,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13493,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,Sprayed_Structures,Private property,Uganda,Unknown,NA,NA,Bombs,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13707,1.98E+11,2019,0,Sudan,Sub-Saharan Africa,Khartoum,15.587018,32.540435,1,1,1,0,1,0,IRS_Coverage,Government,Sudan,Libyan,1,NA,Bombs,2,NA,3,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13798,1.98E+11,2019,0,Central African Republic,Sub-Saharan Africa,Bangui,4.396901,18.561947,1,1,1,0,1,0,IRS_Coverage,Private property,Central African Republic,Central African National Liberation Movement,NA,NA,Bombs,375,NA,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13880,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,1,1,0,1,0,IRS_Coverage,Private property,Zimbabwe,Unknown,NA,NA,Bombs,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
13926,1.98E+11,2019,0,Zimbabwe,Sub-Saharan Africa,Salisbury,-17.825166,31.03351,1,0,1,0,1,0,Sprayed_Structures,Hate crimes,Zimbabwe,Unknown,NA,NA,Firearms,1,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
14365,1.98E+11,2019,0,Zambia,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,0,0,IRS_Coverage,Private property,Zambia,Unknown,NA,NA,Bombs,375,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
14461,1.98E+11,2019,0,Mozambique,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,0,0,IRS_Coverage,Public services,Mozambique,Unknown,NA,NA,Bombs,6,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
14708,1.98E+11,2019,0,Mozambique,Sub-Saharan Africa,Beira,-19.81816,34.835503,1,1,1,0,1,0,Children_U5yrs_protected,Private property,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Sabotage_Equipment,0,NA,0,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
14815,1.98E+11,2019,0,Angola,Sub-Saharan Africa,Luanda,-8.838837,13.235582,1,1,1,0,1,0,IRS_Coverage,Public services,Angola,National Union for the Total Independence of Angola (UNITA),NA,NA,Bombs,375,0,0,67333.33333,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
14979,1.98E+11,2019,0,Mozambique,Sub-Saharan Africa,Unknown,-19.203907,34.862417,1,1,1,0,1,0,Spray_Structures_found,Public services,Mozambique,Mozambique National Resistance Movement (MNR),NA,NA,Unknown,NA,NA,NA,0,1,2,0,NA,NA,,Mozambique,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
15482,1.98E+11,2019,1,Tanzania,Sub-Saharan Africa,Unknown,NA,NA,1,1,1,0,1,0,IRS_pop_Not_protected,Public services,Tanzania,Left-Wing Terrorists,4,NA,Bombs,375,NA,1,0,0,NA,NA,NA,NA,"Nairobi, Kenya, Jidda, Saudi Arabia, Athens, *","Nairobi, Kenya, Jidda, Saudi Arabia,",0,NA,NA,NA,NA,2,Hostage(s) released by perpetrators,90,7/9/2019,1
15489,1.98E+11,2019,0,Sudan,Sub-Saharan Africa,Khartoum,15.500747,32.560083,1,1,1,0,1,0,IRS_Coverage,Private property,Sudan,Unknown,NA,NA,Bombs,NA,NA,NA,2000,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
15513,1.98E+11,2019,0,Uganda,Sub-Saharan Africa,Kampala,0.350848,32.580224,1,1,1,0,1,0,IRS_Coverage,Private property,Uganda,Unknown,NA,NA,Bombs,NA,NA,NA,0,0,NA,NA,NA,NA,,,0,NA,NA,NA,NA,NA,.,NA,7/9/2019,1
